Age,Gender,Education Level,Job Title,Years of Experienceexperience in months,,Salary
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
27,Male,phD,Marketing Coordinator,7,84,120000
28,Female,Bachelor's Degree,Marketing Coordinator,3,36,60000
33,Male,Master's Degree,Software Engineer,8,96,120000
27,Female,Bachelor's Degree,Product Manager,2,24,65000
30,Male,PhD,Data Scientist,6,72,100000
36,Female,Bachelor's Degree,Financial Analyst,11,132,150000
29,Male,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Female,Master's Degree,Software Engineer,9,108,120000
26,Male,Bachelor's Degree,Graphic Designer,1,12,45000
29,Female,Bachelor's Degree,Product Manager,5,60,80000
35,Male,PhD,Research Scientist,11,132,150000
27,Male,Bachelor's Degree,Software Engineer,2,24,65000
31,Female,Bachelor's Degree,Marketing Manager,7,84,100000
28,Male,Master's Degree,Financial Analyst,4,48,90000
24,Female,Bachelor's Degree,Marketing Analyst,0,0,40000
30,Male,Bachelor's Degree,Project Manager,6,72,110000
34,Female,PhD,Research Director,12,144,170000
27,Male,Bachelor's Degree,Software Engineer,3,36,75000
33,Female,Master's Degree,Marketing Manager,8,96,120000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
25,Female,High School,Customer Service Representative,1,12,30000
36,Male,PhD,Research Scientist,13,156,180000
39,Female,Bachelor's Degree,Financial Manager,15,180,200000
26,Male,Bachelor's Degree,Product Designer,1,12,50000
31,Female,PhD,Data Scientist,8,96,140000
28,Male,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Female,Bachelor's Degree,Product Manager,7,84,110000
24,Male,High School,Delivery Driver,0,0,28000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,210000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
26,Male,Bachelor's Degree,Product Designer,2,24,55000
31,Female,PhD,Data Scientist,8,96,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,70000
33,Female,Master's Degree,Marketing Manager,9,108,130000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,12,144,170000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,90000
34,Male,PhD,Research Director,11,132,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,60000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
37,Male,Master's Degree,Marketing Director,14,168,190000
39,Female,Bachelor's Degree,Financial Manager,16,192,200000
29,Female,Bachelor's Degree,Marketing Coordinator,4,48,65000
34,Male,Master's Degree,Software Engineer,9,108,125000
28,Female,Bachelor's Degree,Product Manager,3,36,70000
31,Male,PhD,Data Scientist,7,84,110000
37,Female,Bachelor's Degree,Financial Analyst,12,144,160000
30,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Software Engineer,8,96,120000
27,Male,Bachelor's Degree,Graphic Designer,2,24,50000
30,Female,Bachelor's Degree,Product Manager,5,60,85000
36,Male,PhD,Research Scientist,11,132,155000
28,Male,Bachelor's Degree,Software Engineer,3,36,70000
32,Female,Bachelor's Degree,Marketing Manager,8,96,115000
29,Male,Master's Degree,Financial Analyst,5,60,95000
25,Female,Bachelor's Degree,Marketing Analyst,0,0,40000
31,Male,Bachelor's Degree,Project Manager,6,72,115000
35,Female,PhD,Research Director,12,144,175000
28,Male,Bachelor's Degree,Software Engineer,3,36,70000
33,Female,Master's Degree,Marketing Manager,9,108,135000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
25,Female,High School,Customer Service Representative,1,12,30000
36,Male,PhD,Research Scientist,13,156,185000
40,Female,Bachelor's Degree,Financial Manager,15,180,210000
27,Male,Bachelor's Degree,Product Designer,1,12,45000
32,Female,PhD,Data Scientist,9,108,145000
28,Male,Bachelor's Degree,Marketing Analyst,3,36,70000
32,Female,Bachelor's Degree,Product Manager,7,84,120000
24,Male,High School,Delivery Driver,0,0,28000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
26,Female,Master's Degree,Software Engineer,2,24,75000
39,Male,PhD,Research Scientist,14,168,185000
32,Female,Bachelor's Degree,Marketing Manager,7,84,120000
28,Male,Bachelor's Degree,Graphic Designer,3,36,60000
35,Female,Master's Degree,Data Scientist,10,120,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Product Manager,8,96,135000
27,Male,Bachelor's Degree,Software Engineer,2,24,70000
36,Female,PhD,Research Director,12,144,175000
24,Male,High School,Delivery Driver,0,0,28000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
27,Male,Bachelor's Degree,Software Engineer,3,36,80000
36,Female,PhD,Research Scientist,13,156,185000
25,Male,Bachelor's Degree,Product Manager,1,12,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,60,95000
34,Male,PhD,Research Director,12,144,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,36,65000
32,Male,Bachelor's Degree,Product Manager,7,84,120000
24,Female,High School,Receptionist,0,0,25000
38,Male,Master's Degree,Marketing Director,14,168,195000
40,Female,Bachelor's Degree,Financial Manager,16,192,215000
27,Male,Bachelor's Degree,Product Designer,2,24,55000
32,Female,PhD,Data Scientist,9,108,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,48,75000
33,Female,Master's Degree,Marketing Manager,9,108,135000
